职位,公司,薪资,公司福利,招聘信息,职位信息,职能类别,公司地址 
PHP PYTHON 开发工程师,广州市广农数链信息科技有限公司,13-18万/年,五险一金员工旅游交通补贴餐饮补贴通讯补贴专业培训绩效奖金年终奖金股票期权,广州-天河区|无工作经验|招2人|03-07发布,ＰＨＰ兼Python开发工程师岗位职责：1.负责公司商城pc、wap及微信端的系统功能开发及维护。2.负责代码编写，单元测试和bug修复工作；3.参与需求分析、设计与实现；任职要求：1、精通PHP；2、熟悉PYTHON；黄埔大道309号羊城创意园3-23Ｄ广州市广农数链信息科技有限公司民营公司50-150人,软件工程师,黄埔大道309号羊城创意园3-23Ｄ
实习生(前端&Python&Java&ASP.NET)(职位编号：0012),广州云岫信息科技有限公司,3-5千/月,绩效奖金,广州-天河区|无工作经验|本科|招若干人|03-07发布|英语良好|计算机科学与技术软件工程,"H5,JavaScript,Python,C#/Asp.net，Java，PHP,C,Swift岗位职责：1.按照工作计划和进度完成系统模块的开发任务，保证开发的质量；2.沟通需求和开发中遇到的相关问题；3.能承受压力，有责任心和上进心，能不断学习完善自我技术知识体系。岗位要求：1.本科及以上学历，计算机相关专业；2.熟练掌握VisualStudio，Eclipse等开发工具，至少精通以下编程语言中的一种：H5,JavaScript,Python,C#/Asp.net，Java，PHP,C,Swift；3.欢迎2019年即将毕业的同学投递简历！表现优秀者可拿正式员工薪水并在毕业后转正式员工。JobResponsibilities1Assistconsultantstoimplementcloudcomputingproject;2.AssistR&Dmangerofcloudcomputingandvirtualizationproductdevelopmentandsoftwaretesting;3.Assistinsoftwareandsystemtesting:functionaltesting,integrationtesting,stresstesting,etc.JobRequirements:1.HaveBachelordegreeorabove,majorincomputerorrelated;2.FamiliarwithVisualStudio,Eclipsedevelopmenttools,atleastproficientwithoneofthefollowingprogramminglanguages:H5,Javascript,C#/Asp.net,Java,Python,ObjectC;3.Welcome2019graduates!Personwithoutstandingperformancecantakeformalemployeesalariesandturntoformalemployeeaftergraduation.黄埔大道西76号富力盈隆广场广州云岫信息科技有限公司民营公司50-150人",软件工程师软件开发web前端.Netc#javaPHPPython云计算人工智能,黄埔大道西76号富力盈隆广场
Python高级工程师,广州德利信息科技有限公司,1.5-2.4万/月,,广州|3-4年经验|本科|招1人|03-07发布|英语良好英语良好,1.负责openwriter.com主站PHP框架及代码迁移到Python版本的开发工作，2.与产品设计师、前端工程师一起探讨、设计、实现web的新功能及改进3.与基础架构工程师、运维工程师一起实现稳定、可扩展的后台服务4.数据驱动，不断通过产品和技术数据进行改进，并完成快速迭代任职资格1.计算机及相关专业本科以上学历；2.英语四级或以上；3.有较好的Python编程基础，三年以上完整的Python/Django或者其他pythonweb框架开发经验4.对计算机相关基础知识有较好理解，了解常用数据结构和算法5.至少掌握一门web编程语言，如PHP、Angularjs、Reactjs等6.熟练WEB前端系列技术，并有独立完成有关项目的经验7.熟悉web开发相关技术，如web框架、HTTP协议、web安全、单元测试等8.掌握关系数据库及SQL相关知识，了解基本优化和设计原则9.良好的编码风格、沟通能力和团队合作精神，有责任感10.有很强的学习能力，有主动性和上进心，能承担压力工作地点：广州海珠区昌岗中路金盛大厦简历请发送至hr@realpore.com公司购买社保海珠区昌岗中路金盛大厦广州德利信息科技有限公司合资50-150人,Web前端开发网站架构设计师,海珠区 昌岗中路 金盛大厦
Python 工程师,广州玄泰信息科技股份有限公司,0.9-1.3万/月,五险一金员工旅游定期体检绩效奖金年终奖金大厨午餐健身房零食水果定期聚餐弹性工作,广州-天河区|2年经验|本科|招1人|03-07发布,广州天河中山大道中379号联合社区广州玄泰信息科技股份有限公司民营公司少于50人,数据库工程师/管理员数据开发python开发python工程师,广州天河中山大道中379号联合社区
Python大数据开发工程师,广州百伦供应链科技有限公司,1-1.6万/月,五险一金员工旅游专业培训绩效奖金年终奖金股票期权带薪年假员工福利节日福利生日福利,广州-天河区|2年经验|本科|招1人|03-07发布,1、负责设计和开发分布式网络爬虫系统，进行电商等平台信息的抓取和分析；2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；3、参与分布式爬虫和数据采集系统的架构设计和开发，快速响应业务变动；4、负责网络数据抓取规划、定期爬取指定网站的数据；5、参与数据层建设，专注于垂直领域数据爬取，进行多平台信息的抓取和分析；6、实现数据提取、清洗、结构化、入库、统计分析等需求；7、研究优化算法，提升爬虫系统的稳定性、可扩展性。任职要求：1、本科以上学历，计算机相关专业，有爬虫和反爬虫开发经验优先；2、具有1年以上爬虫开发经验，精通python，熟练使用多线程，熟悉常用的爬虫框架；3、熟悉MongoDB、Redis、Mysql，掌握MQ，了解HBase、KAFKA等；4、熟悉HTTP协议，熟悉正则表达式、XPath、CSS选择器等，了解常用验证码识别技术；5、熟悉hive，Hadoop，spark，能独立解决实际开发过程碰到的各类问题。天河慧通产业园广州百伦供应链科技有限公司民营公司150-500人,软件工程师PythonSparkhadoopHive,天河慧通产业园
Python开发工程师,赛业（广州）生物科技有限公司,6-8千/月,五险一金免费班车员工旅游餐饮补贴绩效奖金年终奖金弹性工作,广州|1年经验|大专|招1人|03-07发布|普通话精通英语良好|计算机科学与技术,"岗位职责：1、参与需求分析，产品设计，功能开发；2、负责系统平台的日常维护；3、与团队技术交流，共同进步4、承担Web后端的技术工作，开发和维护网站，主要编程语言是Python。任职要求：1、有扎实的编程功底，一年以上Python开发经验；2、熟悉MVC架构，精通Django或者其他PythonWeb开发框架者优先；3、具备数据库设计能力，精通掌握MySQL者优先；4、熟悉Linux操作系统，熟悉使用Git,GitLab等工具；5、有大型网络服务开发经验者优先；6、具备良好的编码习惯及开发文档书写习惯；7、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力；8、有一定的Web前端技能，了解或熟悉HTML、CSS、JavaScript；公司福利：为员工办理社保、医保等5种保险以及住房公积金；餐费补贴指定线路的上班班车；公司定期举行各类员工活动等。广州科学城掬泉路3号国际企业孵化器D区3层赛业（广州）生物科技有限公司外资（欧美）150-500人",软件工程师系统开发数据库设计Python双休年终奖公积金,广州科学城掬泉路3号国际企业孵化器D区3层
Python全栈工程师,广州趣程教育科技有限公司,1.5-2万/月,五险一金定期体检股票期权弹性工作年终奖金绩效奖金通讯补贴餐饮补贴交通补贴出国机会,广州|3-4年经验|本科|招1人|03-06发布,"1.围绕高等教育及K12领域产品和解决方案进行开发和实现。2.与产品经理、UI配合，快速开发产品服务端原型。3.设计并编网络应用程序代码，良好代码风格。4.以英文书写规范文档【岗位要求】1.计算机相关专业本科以上学历，扎实的计算机基础，熟悉常用数据结构和算法。2.3年以上Python开发经验，熟练使用常用的Web框架Django,Flask，能够快速搭建产品原型3.掌握HTML5/CSS3，JavaScript以及一种主流Web前端框架。4.熟悉关系型数据库设计和优化，了解Linux常用命令。5.对项目管理有一定研究，会使用版本管理工具GIT。6.能基于OpenEdx框架进行二次开发者优先考虑番禺万博中心广州趣程教育科技有限公司创业公司少于50人",网站架构设计师,番禺万博中心
Python web讲师,传智播客教育集团广州分校,2-3万/月,五险一金员工旅游交通补贴餐饮补贴通讯补贴专业培训年终奖金弹性工作定期体检,广州-天河区|5-7年经验|大专|招2人|03-06发布,"岗位职责：1、按照课程大纲备课；2、按照课程大纲实施项目课程；3、根据需求研发新课，制作课程案例，编写教学文档；4、负责将研发的项目课程在班级落地实施讲解；5、负责攻关技术难点，学习最新的技术，整理文档并分享；任职要求：1、熟练掌握Python语言，4年以上Web开发经验；2、精通Python程序设计、熟悉Flask、Django或Tornado等框架；3、熟悉Linux操作环境，熟练使用Mysql、Nginx、MongoDB、Redis等数据库，以及数据库优化；5、熟悉HTTP协议及原理，Socket通信；6、熟练使用git、svn等源代码版本控制软件；7、熟悉golang,lua等语言优先，有分布式开发和运维经验优先；8、熟悉前端开发HTML+CSS,Javascript,Jquery,Ajax,熟悉Vue.js或者React.js其中一项可加分项；9、具备教育情怀，对教育事业具有奉献精神；10、表达能力优秀，能使用清晰明了、通俗易懂的方式向受众阐述观点；【丰厚的福利待遇】1、【工作时间】五天8小时工作制，周末双休；2、【五险一金】入职缴纳社保、住房公积金、意外险；3、【生活补贴】提供餐补、交通补；4、【假期福利】享受国家规定的节假日及带薪假期（年假、婚假、产假等）；5、【节日福利】节日礼品、员工生日礼物、父母节大礼包（关怀员工家人）；6、【温馨福利】年度体检、集体旅游；7、【团队活动】每月生日会、部门聚餐、轰趴等团建项目；8、【员工奖励】设有优秀员工奖、优秀团队奖等各种奖励机制；广州市天河区珠吉路58号津安创意园传智播客教育集团广州分校民营公司150-500人",培训讲师软件工程师,广州市天河区珠吉路58号津安创意园
Python研发工程师,深圳市比量科技传媒有限公司,0.6-1.2万/月,五险一金节日福利生日礼品带薪年假周末双休,珠海|2年经验|招3人|03-06发布,工作职责：-负责公司内部业务系统的功能开发工作职责要求：-2年以上Python实际项目经验-熟悉Linux工作环境，了解Nginx、Apache等Web服务器，。-熟悉PHP、Nodejs、Java等其他后端开发语言优先.-掌握Ajax、CSS等前端技术。-拥有优秀的数据库设计和优化能力，精通MySQL数据库应用，了解Redis/MongoDB等其他数据库系统-熟悉爬虫系统，参与过大型分布式、海量数据系统相关开发者优先。-良好的沟通，表达能力，具有团队合作精神，责任心强工作地点：广东省珠海市人民东路313号恒和中心910-912室深圳市比量科技传媒有限公司民营公司少于50人,高级软件工程师数据库工程师/管理员悉LinuxNginxApache前端技术数据库设计爬虫系统,人民东路313号恒和中心910-912室
Python高级开发工程师,广州西麦科技股份有限公司,1.1-1.6万/月,五险一金员工旅游餐饮补贴通讯补贴年终奖金定期体检商业险,广州|3-4年经验|本科|招2人|03-06发布,1、负责软件平台的架构设计工作，确保软件平台能满足项目的各项技术需求。2、指导项目组成员完成软件开发，解决项目中存在的各类疑难技术问题。3、系统核心代码的开发和维护。4、跟踪并研究关键技术和新技术并应用于项目。5、执行项目产品架构的设计和迭代优化。任职要求：1、本科及以上学历，计算机相关专业，3年以上工作经验并有1年以上技术带队经验。2、熟练运用Python语言，精通Django等Python标准库和流行的第三方库。3、熟悉架构设计，有优秀的系统设计和架构意识，熟悉软件设计模式和软件工程。4、能识别技术关键点，能指导开发团队进行技术攻关。5、精通mysql、oracle等主流数据库，熟悉数据库的安装、配置、设计与性能调优。6、熟悉Linux操作系统，熟悉Shell脚本。广州市黄埔区科学城科丰路31号G5栋2楼203广州西麦科技股份有限公司民营公司50-150人,高级软件工程师Python,广州市黄埔区科学城科丰路31号G5栋2楼203
python开发工程师-远光研究院,远光软件股份有限公司,1-1.5万/月,五险一金免费班车免费三餐绩效奖金年终奖金,珠海|3-4年经验|本科|招1人|03-06发布,人工智能方向工作职责:1、设计搭建python项目基础工程；2、基于tensorflow、pytorch等主流框架，进行相关算法实现功能;3、将python核心算法工程与业务系统集成方案设计；4、自然语言处理相关应用设计方案编写及与客户沟通交流；任职资格:1、精通python语言，熟悉tensorflow、Pytorch等主流框架；2、深刻理解面向对象设计理念和面向服务架构；3、有良好的代码编写能力，对机器学习常规算法CNN、RNN、FNN等有一定的了解；4、熟练产品设计文档编写、应用方案PPT编写；5、善于沟通交流。6、有自然语言处理经验者优先；7、熟悉JAVA语言及其主流框架springboot等优先;科技创新海岸远光软件园远光软件股份有限公司上市公司1000-5000人,高级软件工程师软件工程师pythontensorflowPytorch算法自然语言自然语言处理,科技创新海岸远光软件园
python工程师 python开发工程师,广州稻禾信息科技有限公司,0.8-1.5万/月,五险一金员工旅游专业培训绩效奖金弹性工作地铁口老板好定期体检年终奖金,广州-番禺区|2年经验|大专|招3人|03-06发布,1、负责公司产品需求分析、设计和开发；2、开发内部系统和新系统功能模块；3、负责设计文档及培训资料的编写。偶有出差需求任职要求：1）良好的python技术功底，熟悉常用架构模式，熟悉常用算法和数据结构，能够独立开发，有较强的学习能力，编程习惯良好，具有2年以上软件应用开发经验且至少参与过2个完整的项目；2）精通python常用框架Django，DjangoRestframework等，对java语言有一定的了解；3）熟悉Unix/Linux操作系统下的开发，nginx部署，维护工作；4）有丰富的数据库建模经验，有MySQL、MongoDB、Redis使用经验者优先；5）熟悉面向对象，熟悉服务器性能，安全性，稳定性优化；6）良好的英文读写能力；7）善于与他人沟通、合作，具有团队精神，良好的自学能力。为人处事积极乐观。加分项：1.喜欢跟踪和尝试新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队2.有Celery/Docker使用经验者优先广州市番禺区大石站B出口(地铁三号线即到）WE公馆B座9楼903-905广州稻禾信息科技有限公司民营公司少于50人,软件工程师高级软件工程师pythonLinuxDjangoMysqloraclenginxuwsgiredis,广州市番禺区大石站B出口(地铁三号线即到）WE公馆B座9楼903-905
Python开发工程师,浩鲸云计算科技股份有限公司,1.2-1.8万/月,五险一金补充医疗保险免费班车员工旅游专业培训餐饮补贴交通补贴绩效奖金弹性工作定期体检,广州-番禺区|无工作经验|本科|招若干人|03-06发布,岗位要求：1、负责设计、开发、维护爬虫系统及数据抓取；2、对海量数据进行建模、清洗、分析。任职资格:要求本科及以上学历，三年以上工作经验：1.有爬虫和反爬虫开发经验，有App爬取经验；2.熟悉linux平台开发，精通Python，熟悉大规模网页爬取，深度网页爬取，至少熟悉以下一种框架Nutch、Scrapy、Lucene、Heritrix、Solr、Sphinx等；3.了解MongoDB、Redis、Mysql，掌握MQ，了解HBase、KAFKA等；4.熟悉HTTP协议，熟悉正则表达式、XPath、CSS选择器等，了解常用验证码识别技术；5.能独立解决实际开发过程碰到的各类问题。石北工业路644号巨大创意产业园19栋3楼浩鲸云计算科技股份有限公司民营公司500-1000人,软件工程师高级软件工程师Python,石北工业路644号巨大创意产业园19栋3楼
Python开发工程师,珠海卡菲信息技术有限公司,0.6-1.2万/月,周末双休弹性工作带薪年假五险一金绩效奖金节日福利餐饮补贴,珠海-香洲区|1年经验|大专|招1人|03-06发布|英语一般|计算机科学与技术,1、1年以上Python后台开发的工作经验。2、有实际项目开发经验，熟悉Django等开发框架并有相关开发经验。3、熟练使用mysql，有相关开发经验。4、全日制大专以上学历，计算机相关专业。5、CET4珠海市香洲区唐家湾清华科技园A1002珠海卡菲信息技术有限公司民营公司少于50人,软件工程师后台开发,珠海市香洲区唐家湾清华科技园A1002
Python讲师,广州嘉为科技有限公司,0.8-1.5万/月,五险一金员工旅游通讯补贴专业培训绩效奖金年终奖金定期体检弹性工作餐饮补贴,广州-天河区|无工作经验|本科|招2人|03-06发布,广州市天河区天河路365号天俊国际大厦7层广州嘉为科技有限公司民营公司150-500人,软件工程师,广州市天河区天河路365号天俊国际大厦7层
Python工程师,广东优德科技有限公司,0.5-1万/月,五险一金绩效奖金年终奖金股票期权弹性工作,广州-海珠区|无工作经验|大专|招若干人|03-06发布,1、负责搭建以及维护爬虫系统，负责数据的抓取、解析、清洗、入库、更新等；负责爬虫的性能优化工作；2、负责各种自动化脚本、中间件等的开发和维护；3、熟悉Python编程，熟悉JavaScript、正则表达式、XPath等信息抽取技术，熟悉抓包分析请求并模拟；4、熟悉运用Linux操作系统，了解HTTP、TCP/IP、网络编程，了解进程、线程等概念，能独立解决简单常见的问题；5、了解分布式架构，有爬虫经验优先，熟悉scrapy、pyspider等者优先；6、掌握C/C++/Java/Python/Go等其他编程语言的优先；1.我们是一个以技术为主的团队，技术氛围活泼；2.团队大部分都是90后，轻松好玩；3.办公室处于广州中大门口，中大地铁出口2分钟即达，交通方便；4.上班时间人性化，不强制考勤；5.常备下午茶和各种零食，不定期团建活动；新港西路135号中大科技园A座1303广东优德科技有限公司民营公司少于50人,软件工程师python爬虫scrapypyspider,新港西路135号中大科技园A座1303
YJ-高级Python后台开发工程师,东莞松山湖国际机器人研究院有限公司,1.5-3万/月,五险一金餐饮补贴绩效奖金年终奖金弹性工作免费健身房～零食生日趴～股票期权,东莞-松山湖区|3-4年经验|本科|招3人|03-05发布,"工作职责1.负责部署相关应用平台2.搭建和维护各种自有和第三方系统3.负责Mysql数据库的日常监控、日志审计和和安全备份等管理4.负责建立日常运维管理制度，编写运维相关文档5.监控业务的运行状态，及时处理项目运行中出现的故障，保障项目服务24x7稳定运行6.搭建和维护数据库集群7.构建基于ElasticSearch（ES）的实时数据分析平台8.ELK集群的配置管理及优化任职要求1.熟悉Linux操作系统、TCP/IP2.熟悉MySQL、MongoDB数据库3.熟悉redis,RabbitMQ等中间件的使用4.掌握Docker、Zabbix或Open-falcon、jenkins等5.掌握分布式系统原理，对存储、队列一定的理解和认识6.有ELK分布式日志系统搭建及相关经验者优先7.熟悉Python语言特性，熟悉django、sqlalchemy、celery的使用优先条件1.熟悉ELK集群的搭建2.有大型上线项目，有带小团队的经验公司简介：云鲸智能科技（东莞）有限公司致力于使用先进的移动机器人技术提升生活品质，是一家专业研发服务机器人的高科技企业，2015年创立于东莞松山湖畔的国际机器人产业基地。云鲸目前有50余位研发人员。既有来自上海交通大学、东南大学、华中科技大学、香港科技大学、东北大学、华南理工大学、美国卡耐基梅隆大学、英国布里斯托大学、美国佐治亚理工学院等国内外知名学府的新锐工程师，也有来自大疆、华为、中兴、格力、伟易达、艾默生、创维、小米生态链等知名企业的资深工程师，其中在原公司任职总监/总工级别人数有5位。通过近4年的研发，云鲸在激光雷达SLAM、双目视觉、惯导融合方面有着深厚的技术积累，拥有自主研发的全套的服务机器人软件。也积累了丰富的多传感器融合和机电设计经验，能让机器人对复杂环境进行动态避障，高效处理各项任务。同时，核心算法经过长时间测试，具备产业化能力。云鲸立足于商用和家用清洁机器人领域，致力于开发最智能的清洁机器人产品。东莞市松山湖区总部一号机器人产业基地17A栋A611东莞松山湖国际机器人研究院有限公司民营公司150-500人",软件工程师python,东莞市松山湖区总部一号机器人产业基地17A栋A611
Python全栈开发,广东中粤电力科技有限公司,0.6-1.2万/月,五险一金员工旅游绩效奖金年终奖金定期体检,广州-黄埔区|2年经验|本科|招2人|03-05发布|普通话熟练英语良好|计算机科学与技术软件工程,工作职责：1.负责Pythonweb全栈开发，同时负责前端和后台开发2.利用多种技能独立完成web应用软件开发任职资格：1.本科以上学历，计算机、软件工程、自动化等相关专业毕业；2.具备Python开发经验1年以上；3.熟悉Python语言，至少熟悉一种框架，如Flask、Django等；4.熟悉前端的基本调试工具，并熟练掌握HTML5、CSS3、jQuery、Ajax等Web前端技术；5.熟悉前端开发的开源工具包Bootstrap，有响应式页面开发经验者优先；6.熟悉MariaDB（MySQL）、Oracle或其他任何一种关系型数据库管理系统（RDBMS）；7.了解MongoDB；8.具有良好的代码习惯，结构清晰，命名规范，逻辑性强；9.思路清晰开阔，能够独立分析解决问题;10.学习能力强，技术视野广阔，乐于不断学习新知识；11.有良好的团队精神和与客户的沟通能力；12.具有并行计算编程能力者优先。科学城科研路3号印客时光4楼广东中粤电力科技有限公司民营公司少于50人,软件工程师高级软件工程师Pythonweb后端开发软件开发全栈,科学城科研路3号印客时光4楼
Python中级开发工程师,珠海永亚软件有限公司,0.8-1万/月,,珠海|无工作经验|招1人|03-04发布,12年及以上Python开发经验，精通Python开发。2熟悉面向对象编程方法，有良好的编码风格3熟练使用mysql、oracle等常用数据库，有较强的数据库设计能力，对sql性能调优、数据库连接池、线程池等熟悉者优先考虑4掌握搜索、消息、缓存、任务、大数据处理者优先考虑5掌握应用整体架构、部署，对在高并发处理情况下的负载调优有相关经验者优先考虑6.有过K8S/Docker/ElasticSearch深度使用经验或定制开发经验者优先珠海市南方软件园B6栋一楼珠海永亚软件有限公司外资（非欧美）50-150人,软件工程师,珠海市南方软件园B6栋一楼
python Web开发,广州云晫信息科技有限公司,0.8-1.5万/月,五险一金餐饮补贴弹性工作股票期权,广州-番禺区|无工作经验|招5人|03-04发布,大学城中二横路22号国家数字家庭基地B座7楼广州云晫信息科技有限公司民营公司50-150人,软件工程师python,大学城中二横路22号国家数字家庭基地B座7楼
Python开发工程师,广州连元信息科技有限公司,1-1.3万/月,六险一金周末双休下午茶专业培训年终奖金绩效奖金,广州-天河区|3-4年经验|招1人|03-04发布,主要负责灾备切换自动化、部署发布等传统流程优化、专业软件管理平台的后台开发、用户服务中心建设等，并加速日常运维操作、应急恢复、弹性扩缩、快速问题定位、故障诊愈等方面的自动化内容建设；开发人力的技能需求如下：1、熟练掌握Python语言，有四年以上Python开发经验；具有Python运维开发经验或数据分析经验者优先；2、熟悉Web前端技术，掌握html、js与css，熟悉jQuery、Bootstrap等前端技术框架；3、熟悉Linux操作系统，熟悉Shell脚本开发；4、熟悉Linux下常用开源软件的安装配置，如Apache、Nginx、MySQL等；5、具有良好的沟通能力和学习能力；6、有运维项目开发或实施经验者优先；上班时间：08：30-17：30（弹性一小时）、周末双休、无加班文化福利：入职购买六险一金、年终奖、下午茶保利威座广州连元信息科技有限公司民营公司50-150人,软件工程师,保利威座
Python高级开发工程师,珠海市同海科技股份有限公司,1-1.5万/月,绩效奖金年终奖金员工旅游五险,珠海|3-4年经验|本科|招2人|03-03发布,1.本科学历，计算机专业优先；2.至少两年Python开发经验；3.可接受出差；4.具体团队协作精神。珠海市吉大景园路15号珠宝大厦5楼珠海市同海科技股份有限公司民营公司150-500人,高级软件工程师算法工程师Python开发,珠海市吉大景园路15号珠宝大厦5楼
python研发工程师,广州非凡信息安全技术有限公司,0.7-1万/月,五险一金员工旅游交通补贴年终奖金弹性工作周末双休餐饮补贴,广州-天河区|无工作经验|大专|招1人|03-02发布,工作职责：开发与优化公司安全产品职位要求：应届生或者实习生都可应聘该岗位1、熟悉python开发、熟悉Mysql数据库操作2、熟悉Scrapy、flask等框架，有爬虫、数据处理、多线程处理等类似的python脚本经验3、熟悉json、xml等数据结构4、有探索精神，能读基本懂国外技术文章5、有网络安全相关经验优先考虑，比如写过POC，懂点渗透体育西路109号高盛大厦11楼E单元广州非凡信息安全技术有限公司民营公司少于50人,软件工程师python研发应届生,体育西路109号高盛大厦11楼E单元
Python高级开发工程师,广州天鹏计算机科技有限公司,1-2万/月,周末双休带薪年假餐饮补贴绩效奖金丰厚奖金股票期权六险一金定期体检弹性工作,广州-天河区|2年经验|招1人|03-01发布|普通话|计算机科学与技术,1、负责Python计算引擎的架构设计以及核心功能模块的实现2、参与Python计算模块的功能设计、功能拆分、计划制定以及开发测试过程；3、持续重构与维护python组件，维护和保持可用性和稳定性；4、可以独立跟进需求项目开发进度；5、完成上级领导安排的其他工作。1、2年或2年以上Python服务器应用开发经验。精通Python服务端编程。2、熟悉Django/flask等web开发框架。并具有独立搭建、维护和优化Django/flask框架和系统的能力，以及实现和处理高可靠性、高并发性系统经验。3、熟悉大数据分析处理应用和人工智能应用者优先；4、对代码和设计质量有严格要求，重视代码检查和审核，良好的编程习惯的标准；5、具备良好的学习能力、沟通能力和团队协作精神，对技术有非常强烈的热情；黄埔大道西100号富力盈泰广场广州天鹏计算机科技有限公司民营公司150-500人,高级软件工程师PythonMQNoSQLDeepdive,黄埔大道西100号富力盈泰广场
Python Web全栈开发工程师,广东杉木药业有限公司,0.8-1.5万/月,社保员工旅游交通补贴通讯补贴住房补贴绩效奖金年终奖金五险一金,广州|3-4年经验|大专|招3人|02-28发布,职位描述：1、负责Web后端系统架构设计，框架编写，接口规范制定；2、完成功能模块的设计、开发、测试、文档编写等工作；3、挑战各种问题，不限于单一语言，创新性解决问题。职位要求：1、热爱编程和学习，有团队精神，具备Python全栈或全端开发能力；掌握一门Javascript、Python之外的其他开发语言；2、3年以上pythonweb框架(Django或Tornado)开发经验，具备RESTfulAPI的开发经验；有基本的前端技能，了解基本的网页设计知识，如HTML、CSS、JavaScript、jQuery；3、熟悉Linux操作系统，了解docker，能够进行日常服务的测试部署；4、具有构建分布式任务系统经验（Celery/RabbitMQ/Redis）优先；5、在GitHub有个人完整的项目以及其对应的在线部署者优先。岗位薪酬：1、基本薪酬8K-15k/月2、有竞争力的薪资福利体系(五险/双休/年假)3、量身定做的员工发展计划广州市天河区马场路16号富力盈盛广场B栋1901－1903广东杉木药业有限公司民营公司50-150人,互联网软件开发工程师开发工程师软件工程师,广州市天河区马场路16号富力盈盛广场B栋1901－1903
Python开发工程师,广州趣丸网络科技有限公司,2-2.5万/月,五险一金带薪年假专业培训节日福利周末双休包早午餐,广州-天河区|3-4年经验|本科|招若干人|02-27发布,岗位职责：1、负责TT语音运营管理后台的开发；2、负责运维自动化平台的开发。岗位要求：1、熟悉linux，精通python，有2年以上python相关项目开发经验；熟悉golang者为佳；2、熟悉django/tornado/flask等pythonweb框架；3、熟练使用mysql、mongodb、redis、memcached等数据库；4、熟悉HTML、CSS、Javascript，了解vue.js或其它前端框架，具备独立开发前端页面的能力；5、具备良好的学习能力，富于团队精神，善于沟通；6、对新技术敏感度较高，喜欢研究与尝试；7、熟悉运维自动化工具，以及docker、k8s等容器化技术者优先。广州市天河区黄埔大道西122号星辉中心17楼广州趣丸网络科技有限公司民营公司150-500人,互联网软件开发工程师python运维开发,广州市天河区黄埔大道西122号星辉中心17楼
Python开发工程师,东莞币比科贸易有限公司,6-8千/月,五险一金弹性工作周末双休每周聚餐,东莞-常平镇|无工作经验|招1人|02-26发布,1、了解一定python基础。2、根据项目需求进行数据分析与技术支持；4、对语言编程有一定的了解。5、本公司扩展业务，可接受优秀应届毕业生。天鹅湖百润高端工贸园东莞币比科贸易有限公司外资（非欧美）少于50人,软件工程师ERP技术开发,天鹅湖百润高端工贸园
Python开发工程师,广州艾米会电子商务有限公司,1.2-1.8万/月,周末双休五险一金专业培训节日福利带薪年假年度体检员工家属福利年度加薪,广州-天河区|3-4年经验|本科|招2人|02-26发布,"岗位职责：1、人工智能相关系统的开发。任职要求：1、精通Python相关的后台开发技术，掌握至少一种Python后端框架（如Flask/Django/Tornado等）,熟悉RESTfulAPI设计规范；2、熟悉常用的数据结构及算法,深入理解HTTP/TCP/WebSocket等网络协议,了解物联网协议MQTT更佳；3、熟练掌握MySQL/MongoDB等数据库的使用,以及Redis/Memcached缓存技术,了解图数据库Neo4j更佳；4、熟悉Linux系统,精通Nginx的配置及部署,掌握Supervisor/Gunicorn/uWSGI的使用;5、具有云计算平台的使用经验（如阿里云/腾讯云/AWS等）,对docker技术有一定的了解;6、具有3年以上的开发经验，能够流畅地阅读英文文档,可以独立完成技术架构、概要设计、详细API设计及编码、进行代码审查及文档撰写;7、熟练使用git版本控制工具,具有良好的代码规范;8、加分项:对深度学习或数据挖掘相关知识有所了解。龙口西路1号保利中辰广场A座2101室广州艾米会电子商务有限公司民营公司50-150人",互联网软件开发工程师Python开发工程师爬虫Java,龙口西路1号保利中辰广场A座2101室
Python开发工程师（AI）,广州德亨信息技术有限公司,0.8-1.2万/月,员工旅游周末双休节日福利弹性工作,广州|1年经验|大专|招2人|02-25发布,"主要职责：1.负责AI后台服务的开发与维护；2.负责大数据挖掘、深度学习、推荐系统等算法工程实现和优化。任职要求：1、1年以上Python经验，熟悉Django,Tornado,Flask框架中的至少一种，熟悉Web后端架构2、拥有数据分析建模理论、熟悉数据分析建模过程；3、熟练掌握NumPy和SdPy科学计算工具的使用；4、熟练掌握Pandas数据分析工具的使用；5、熟练掌握Matplotlib和Seaborn等数据可视化工具，掌握Bokeh交互式数据可视化者优先；6、熟练掌握NLTK、Jieba等文本数据分析工具，以及对数据进行情感分析和分类；7、掌握图像数据处理及分析，以及常用的图像特征描述；8、掌握常见机器学习算法（如逻辑回归、SVM、神经网络、决策树、贝叶斯等）；9、扎实的计算机基本功及数学基础10、具有较好的团队合作精神、沟通能力和较强的责任感；11、思路清晰，有较强的学习能力。12.熟悉java／C／C++语言优先;广州市科学城光谱西路3号邮通408广州德亨信息技术有限公司民营公司50-150人",其他开发工程师AI,广州市科学城光谱西路3号邮通408
